,Sub Division,Year of Installation,Project Name,Meter Installation Date,Village,PV Cap. from Form,Ref. DC V,Actual DC V,String 1: DC V,String 1: DC A,String 2: DC V,String 2: DC A,AC V,AC A,Power (W),E-Today (kWh),E-Total (kWh),Gen. in Solar meter (kWh) ,Avg. Solar generation per kW,Verified,Current Status of Inverter,Check List 1: Connection tightness of AC/DC box is ok?,Check List 2: Tightness nearer to meter connection is ok?,Check List 3: Connection of Earthing & L.A. is ok?,Check List 4: DC/AC connector is ok?,Check List 5: Wire Dressing is ok?,Check List 6: Wifi Connection is ok?,Check List 7: Tightness of U & Z clamp is ok?,Check List 8: Colour of  Welding Joint is ok?,Check List 9: Concrete Block is there?,Check  List 10: Visual checking of all parts,Observation
718,BARDOLI (T) SDN,2018-19,2018-19R0355,4/8/2019,Bardoli,2.925,270,305.0,305.0,1.7,0.0,0.0,271.0,1.7,365.0,4.3,8779.0,9001.0,3.02,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
719,BARDOLI (T) SDN,2019-20,2019-20R0467,12/21/2019,Bardoli,4.62,420,488.0,226.0,4.26,262.0,4.53,263.0,1.62,353.0,6,12182.0,9189.0,2.61,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
720,BARDOLI (T) SDN,2019-20,2019-20R0266,2/15/2020,Bardoli,7.92,720,872.0,436.0,6.0,436.0,6.0,264.0,6.4,4898.0,16,21000.0,22182.0,3.96,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
721,BARDOLI (T) SDN,2019-20,2019-20R0817,7/4/2020,Bardoli,7.92,720,816.0,355.0,4.1,461.0,4.3,260.0,4.2,3328.0,13,13000.0,14400.0,3.21,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
722,BARDOLI (T) SDN,2019-20,2019-20R0974,8/11/2020,Bardoli,4.62,420,573.0,286.0,0.0,287.0,0.0,0.0,0.0,0.0,8.5,8223.0,0.0,0,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,G. E. B. No power nathi gar ma
723,BARDOLI (T) SDN,2019-20,2019-20R0975,8/11/2020,Bardoli,4.62,420,574.0,287.0,0.0,287.0,0.0,0.0,0.0,0.0,8.5,8197.0,0.0,0,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,G. E. B. No power nathi gar ma
724,BARDOLI (T) SDN,2019-20,2019-20R0816,8/8/2020,Bardoli,3.3,300,411.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5762.0,0.0,0,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,G. E. B no power nathi gar ma
725,BARDOLI (T) SDN,2019-20,2019-20R0387,1/18/2020,Bardoli,2.97,270,267.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,7836.0,0.0,0,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,G. E. B no power nathi gar ma
726,BARDOLI (R) SDN,2019-20,2019-20R0558,3/17/2020,Bardoli,2.97,270,303.0,303.0,6.1,0.0,0.0,275.0,6.3,1766.0,6.4,7145.0,7355.0,3.65,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,"Ok,cebal ty correct "
727,BARDOLI (R) SDN,2019-20,2019-20R0292,6/18/2020,Bardoli,9.9,900,1023.0,509.0,6.4,514.0,6.5,252.0,8.4,6590.0,25.9,21102.0,21066.0,3.64,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,"Cebal ty correct, enveter no colling fan bandh che"
728,BARDOLI (T) SDN,2019-20,2019-20R0289,6/16/2020,Bardoli,4.95,450,537.9,257.9,4.79,280.0,4.7,274.6,6.7,1800.0,9.9,9359.0,9528.0,3.28,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Yes,Yes,Ok cebal ty correct 
729,BARDOLI (T) SDN,2019-20,2019-20R0751,10/6/2020,Bardoli,4.95,450,524.0,243.0,4.5,281.0,4.8,265.0,9.5,2469.0,13,7853.0,8049.0,3.42,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok cebal ty correct 
730,BARDOLI (T) SDN,2019-20,2019-20R0770,9/9/2020,Bardoli,3.3,300,342.0,342.0,6.1,0.0,0.0,257.0,7.8,1959.0,10,5740.0,5682.0,3.43,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,0k
731,BARDOLI (T) SDN,2019-20,2019-20R0456,1/20/2020,Bardoli,4.95,450,541.0,291.0,4.4,250.0,4.5,260.0,11.9,1690.0,16.2,13427.0,13501.0,3.71,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Ok cebal ty correct 
732,BARDOLI (T) SDN,2019-20,2019-20R0161,5/14/2020,Bardoli,4.62,420,500.0,248.0,3.4,252.0,3.5,251.0,6.6,1650.0,10,9005.0,9286.0,3.24,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
733,BARDOLI (T) SDN,2019-20,2019-20R0388,1/22/2020,Bardoli,2.97,270,302.0,302.0,4.9,0.0,0.0,251.0,5.9,1447.0,9.8,8032.0,8316.0,3.82,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2 banavana,Yes,Ok cebal ty mayri concrit block banavana
734,BARDOLI (T) SDN,2019-20,2019-20R0376,1/22/2020,Bardoli,3.3,300,390.0,390.0,2.5,0.0,0.0,254.0,3.7,873.0,8.5,8164.0,8432.0,3.49,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
735,BARDOLI (T) SDN,2019-20,2019-20R0032,1/22/2020,Bardoli,4.95,450,549.0,294.0,2.52,255.0,2.54,253.0,5.75,1353.0,15.1,12645.0,12510.0,3.45,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Yes,Yes,Ok
736,BARDOLI (T) SDN,2019-20,2019-20R0857,7/3/2020,Bardoli,3.3,300,365.0,365.0,3.2,0.0,0.0,258.0,4.4,1114.0,11,6450.0,6354.0,3.38,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
737,BARDOLI (T) SDN,2019-20,2019-20R0427,4/27/2020,Bardoli,2.97,270,328.0,328.0,2.5,0.0,0.0,257.0,3.1,789.0,8.6,5792.0,6061.0,3.2,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
738,BARDOLI (T) SDN,2019-20,2019-20R0815,7/22/2020,Bardoli ,3.3,300,381.0,381.0,2.0,0.0,0.0,242.0,3.1,731.0,12,6319.0,6295.0,3.46,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Ok
739,BARDOLI (T) SDN,2019-20,2019-20R0013,1/20/2020,Bardoli,4.95,450,524.0,281.0,3.2,243.0,3.22,253.0,6.75,1701.0,21.4,14080.0,14004.0,3.85,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,"Ok cebal ty correct, wi fi configuration karyu"
740,BARDOLI (T) SDN,2019-20,2019-20R0978,8/5/2020,Bardoli,5.28,480,413.0,209.0,2.3,204.0,2.5,245.0,4.3,877.0,19,9734.0,9907.0,3.49,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok wi fi configuration karyu
741,BARDOLI (T) SDN,2019-20,2019-20R0540,1/22/2020,Bardoli,9.9,900,1083.0,541.0,5.58,542.0,5.57,541.0,5.84,5774.0,13.5,24998.0,24945.0,3.43,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok 
742,BARDOLI (T) SDN,2018-19,2018-19R0303,1/21/2019,Bardoli,5.2,480,524.0,262.0,4.1,262.0,4.1,263.0,6.7,2590.0,5.2,20000.0,20327.0,3.55,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok/makan vechaygayu che Nava malik no number nathi
743,BARDOLI (T) SDN,2019-20,2019-20R0087,12/11/2019,Bardoli,5.94,540,622.0,315.0,6.0,307.0,6.5,268.0,14.0,3743.0,10,1325.0,17587.0,3.81,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,"Ok,cebal ty correct, enveter badlelu che"
744,BARDOLI (T) SDN,2019-20,2019-20R0664,5/7/2020,Bardoli,3.3,300,350.0,350.0,5.6,0.0,0.0,243.0,7.12,1740.0,5.7,7030.0,411290.0,198.15,Faulty,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
745,BARDOLI (T) SDN,2019-20,2019-20R0994,6/30/2020,Bardoli,3.3,300,345.0,345.0,6.8,0.0,0.0,262.0,9.1,2296.0,8200,6837.0,6733.0,3.55,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
746,BARDOLI (T) SDN,2019-20,2019-20R1011,6/30/2020,Bardoli,3.3,300,351.0,351.0,6.8,0.0,0.0,261.0,9.1,2312.0,8.1,6866.0,6778.0,3.57,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Banavel che,Yes,Ok
747,BARDOLI (T) SDN,2019-20,2019-20R1012,6/30/2020,Bardoli,3.3,300,330.0,330.0,7.6,0.0,0.0,263.0,9.5,2425.0,8.9,6957.0,6804.0,3.59,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Banavel che,Yes,Ok
748,BARDOLI (T) SDN,2019-20,2019-20R0995,6/19/2020,Bardoli,4.95,450,503.0,265.0,6.5,238.0,5.3,271.0,11.2,3223.0,12,10000.0,10398.0,3.58,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,"Ok ,cabal ty correct "
749,BARDOLI (T) SDN,2019-20,2019-20R0716,5/5/2020,Bardoli,5.28,480,572.0,280.0,4.8,292.0,4.9,271.0,10.4,2744.0,11,11000.0,11658.0,3.5,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,"Ok,cebal ty correct "
750,BARDOLI (T) SDN,2019-20,2019-20R0268,1/28/2020,Bardoli,5.28,480,564.0,287.0,5.2,277.0,4.9,263.0,10.9,2810.0,12,2936.0,13637.0,3.54,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,"Ok cebal ty correct ,enveter badlelu che"
751,BARDOLI (T) SDN,2019-20,2019-20R0261,5/14/2020,Bardoli ,2.97,270,332.0,332.0,3.2,0.0,0.0,262.0,4.0,865.0,7,5850.0,5883.0,3.18,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok cebal ty correct 
752,BARDOLI (T) SDN,2019-20,2019-20R0633,5/5/2020,Bardoli,5.94,540,660.0,324.6,4.1,335.4,4.1,236.0,10.3,2632.0,18,12000.0,12852.0,3.43,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,"Cebal ty correct, sedaling "
753,BARDOLI (T) SDN,2019-20,2019-20R0725,6/18/2020,Bardoli,5.94,540,643.0,312.0,3.2,331.0,3.3,258.0,8.2,2127.0,19,10000.0,11793.0,3.38,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
754,BARDOLI (T) SDN,2019-20,2019-20R0886,7/23/2020,Bardoli ,3.3,300,312.0,312.0,3.6,0.0,0.0,260.0,3.1,7091.0,11,5527.0,5549.0,3.05,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
755,BARDOLI (T) SDN,2019-20,2019-20R0262,5/5/2020,Bardoli,2.97,270,315.0,315.0,2.9,0.0,0.0,259.0,3.4,867.0,12,6826.0,6835.0,3.65,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,"Ok,cebal ty correct "
756,BARDOLI (T) SDN,2019-20,2019-20R0990,7/23/2020,Bardoli,4.95,450,527.0,253.0,1.8,274.0,1.7,248.0,3.7,924.0,16,8298.0,8580.0,3.14,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok cebal ty correct 
757,KADODARA O&M SD,2019-20,2019-20R0507,8/25/2020,Chalthan,5.28,480,530.0,294.0,3.7,236.0,4.3,234.0,9.8,2256.0,3.4,6955.0,7086.0,2.58,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,"Ok,1 penal tuteli che"
758,KADODARA O&M SD,2019-20,2019-20R0258,2/14/2020,Calthan,3.3,300,370.0,370.0,4.4,0.0,0.0,245.0,5.7,1586.0,2.4,7765.0,7972.0,3.39,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
759,KADODARA O&M SD,2019-20,2019-20R1001,7/30/2020,Chalthan,5.94,540,630.0,316.0,5.9,314.0,5.9,259.0,14.5,3825.0,7.5,8278.0,8354.0,2.58,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
760,KADODARA O&M SD,2019-20,2019-20R1002,7/30/2020,Calthan,5.94,540,596.0,292.0,5.1,304.0,3.2,258.0,8.9,2294.0,3.9,8217.0,8259.0,2.55,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
761,KADODARA O&M SD,2019-20,2019-20R1013,8/1/2020,Calthan,5.94,540,636.0,320.0,5.7,316.0,6.2,259.0,14.3,3544.0,6.7,7939.0,8105.0,2.51,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
762,KADODARA O&M SD,2019-20,2019-20R0918,8/25/2020,Chalthan,9.9,900,1136.0,542.0,2.4,594.0,2.25,255.0,3.75,2710.0,5,13615.0,13755.0,2.67,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,"Ok, ty correct "
763,KADODARA O&M SD,2019-20,2019-20R0919,8/26/2020,Calthan,9.9,900,1071.0,538.0,2.2,533.0,2.2,295.0,5.4,2611.0,6.4,13774.0,13776.0,2.68,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
764,KADODARA O&M SD,2019-20,2019-20R0922,8/26/2020,Chalthan,5.28,480,573.0,282.0,1.6,291.0,1.9,245.0,4.1,1004.0,2,7096.0,7332.0,2.68,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,"Ok, cebal ty correct "
765,KADODARA O&M SD,2019-20,2019-20R0924,8/1/2020,Calthan,5.94,540,621.0,305.0,3.5,316.0,3.3,257.0,8.1,2046.0,4.7,8584.0,8464.0,2.62,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
766,KADODARA O&M SD,2019-20,2019-20R0979,8/1/2020,Calthan,5.94,540,656.0,364.0,1.6,292.0,2.5,260.0,5.2,1329.0,2.8,8333.0,8464.0,2.62,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
767,KADODARA O&M SD,2019-20,2019-20R0980,8/1/2020,Calthan,5.94,540,624.0,295.0,2.1,329.0,2.2,260.0,5.3,1394.0,0,5852.0,5944.0,1.84,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
768,KADODARA O&M SD,2019-20,2019-20R0923,7/30/2020,Chalthan,5.28,480,603.0,304.0,3.6,299.0,3.4,260.0,60.1,1793.0,4,7955.0,8052.0,2.79,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
769,KADODARA O&M SD,2019-20,2019-20R0921,7/30/2020,Calthan,2.97,270,337.0,337.0,1.1,0.0,0.0,255.0,1.0,377.0,8,3326.0,3468.0,2.14,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
770,KADODARA O&M SD,2019-20,2019-20R0981,8/26/2020,Chlthan,5.94,540,652.0,325.0,1.8,327.0,2.0,253.0,5.0,1264.0,3.6,7290.0,7361.0,2.39,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
771,KADODARA O&M SD,2019-20,2019-20R0874,7/30/2020,Chalthan,3.3,300,350.0,350.0,4.7,0.0,0.0,246.0,5.8,1724.0,5.5,5856.0,5877.0,3.26,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,"Ok, cebal ty correct "
772,KADODARA O&M SD,2019-20,2019-20R0883,7/23/2020,Chalthan,2.97,270,329.0,329.0,3.0,0.0,0.0,264.0,6.2,1600.0,5.7,5212.0,5231.0,3.18,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
773,KADODARA O&M SD,2019-20,2019-20R0582,3/23/2020,Chalthan,4.62,420,493.0,240.0,6.4,253.0,5.6,258.0,11.37,2941.0,12.3,9608.0,9534.0,3.06,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok 
774,KADODARA O&M SD,2019-20,2019-20R0432,2/28/2020,Chalthan,3.3,300,346.0,346.0,2.2,0.0,0.0,266.0,3.2,637.0,2.4,6718.0,6755.0,2.93,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Banavel che,Yes,Ok
775,KADODARA O&M SD,2019-20,2019-20R1023,7/24/2020,Chalthan,5.94,540,638.0,320.0,4.4,318.0,5.2,257.0,11.9,3004.0,13,10000.0,10102.0,3.08,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,"Ok ,cebal ty correct "
776,KADODARA O&M SD,2019-20,2019-20R0433,2/28/2020,Chalthan,3.3,300,360.0,360.0,2.8,0.0,0.0,285.0,3.6,964.0,4.5,6428.0,6603.0,2.86,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,"Ok ,cebal ty correct "
777,KADODARA O&M SD,2019-20,2019-20R0920,8/1/2020,Calthan,2.97,270,297.0,297.0,2.3,0.0,0.0,253.0,2.7,676.0,3.2,3496.0,3604.0,2.23,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
778,KADODARA O&M SD,2019-20,2019-20R0417,2/7/2020,Chalthan,4.62,420,472.0,236.0,5.1,236.0,5.6,252.0,9.8,2520.0,13,12000.0,11984.0,3.6,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
779,KADODARA O&M SD,2019-20,2019-20R0399,5/21/2020,Chalthan ,3.3,300,366.0,366.0,3.3,0.0,0.0,256.0,4.6,1160.0,6.6,5555.0,5635.0,2.77,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
780,KADODARA O&M SD,2019-20,2019-20R0976,9/4/2020,Chalthan ,3.3,300,374.0,374.0,3.1,0.0,0.0,252.0,4.5,1129.0,6.3,5328.0,5635.0,3.35,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
781,KADODARA O&M SD,2018-19,2018-19R0061,1/9/2019,Chalthan,5.2,480,638.0,378.0,3.0,260.0,3.3,255.0,6.6,1728.0,12,18000.0,18827.0,3.25,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
782,KADODARA O&M SD,2019-20,2019-20R0428,2/28/2020,Chalthan ,3.3,300,131.0,131.0,3.1,0.0,0.0,238.0,1.6,387.0,12,7720.0,7799.0,3.38,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
783,NAVSARI SD,2019-20,2019-20R0998,8/1/2020,Sisodra,5.94,540,576.0,294.0,6.7,282.0,7.1,252.0,15.7,3871.0,7.7,11000.0,11571.0,3.57,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
784,NAVSARI SD,2019-20,2019-20R0308,3/18/2020,Sishodra,5.28,480,571.0,276.0,6.2,295.0,5.1,238.0,13.1,3167.0,7,12000.0,12922.0,3.59,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
785,NAVSARI SD,2019-20,2019-20R0284,3/20/2020,Puni,3.3,300,335.0,335.0,6.4,0.0,0.0,285.0,7.9,2100.0,5,6870.0,7060.0,3.15,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
786,PALSANA,2019-20,2019-20R0686,6/19/2020,Siyod,4.62,420,452.0,220.0,5.9,232.0,6.1,271.0,10.0,2625.0,9,8657.0,8895.0,3.27,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
787,PALSANA,2019-20,2019-20R0962,8/6/2020,Diyod,3.3,300,319.0,319.0,6.1,0.0,0.0,277.0,7.1,1888.0,6,5763.0,5668.0,3.17,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
788,PALSANA,2019-20,2019-20R0971,8/10/2020,Siyod,5.28,480,529.0,262.0,6.6,267.0,6.0,273.0,12.7,3379.0,11,9848.0,10072.0,3.55,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
789,PALSANA,2019-20,2019-20R0389,3/19/2020,Puni,3.3,300,345.0,345.0,5.6,0.0,0.0,266.0,7.0,1910.0,7.6,8421.0,8415.0,3.74,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Ok
790,PALSANA,2019-20,2019-20R0535,6/15/2020,Puni,3.3,300,310.0,310.0,5.7,0.0,0.0,261.0,6.8,1720.0,7,6554.0,6677.0,3.41,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
791,PALSANA,2019-20,C007,1/0/1900,Puni,5.94,540,591.0,295.0,4.3,296.0,4.5,268.0,9.7,2534.0,10,9250.0,9424.0,0.04,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
792,PALSANA,2019-20,2019-20R0283,2/4/2020,Lakhanpor,5.28,480,542.0,266.0,5.7,276.0,5.7,262.0,11.4,2984.0,11,12000.0,12040.0,3.15,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Ok
793,PALSANA,2019-20,2019-20R0320,2/4/2020,Lakhnpure,3.3,300,340.0,340.0,5.1,0.0,0.0,257.0,6.7,1670.0,7500,8556.0,8722.0,3.65,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
794,PALSANA,2019-20,2019-20R1037,8/5/2020,Lakhnpure,3.3,300,364.0,364.0,3.8,0.0,0.0,271.0,5.1,1342.0,74,5925.0,5824.0,3.26,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
795,PALSANA,2019-20,2019-20R1038,8/5/2020,Lakhanpor,3.3,300,324.0,324.0,3.9,0.0,0.0,268.0,5.2,1358.0,7.1,5879.0,5730.0,3.2,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Banavel che,Yes,Ok
796,PALSANA,2019-20,2019-20R1036,8/4/2020,Lakhanpor,2.97,270,311.0,311.0,4.1,0.0,0.0,265.0,9.1,1206.0,7.2,5742.0,5921.0,3.67,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Ok
797,PALSANA,2019-20,2019-20R0996,8/10/2020,Lakhanpor,3.3,300,343.0,343.0,4.9,0.0,0.0,241.0,6.4,1617.0,9.9,6605.0,6481.0,3.66,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Ok
